P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions,,,,,,,,
,,,,,,,,,,,2B/OF,Kike Hernandez (13103996),Kike Hernandez,13103996,2B/OF,4100,ARI@LAD 08/09/2019 10:10PM ET,LAD,6.5
,,,,,,,,,,,RP,Robby Scott (13104159),Robby Scott,13104159,P,4100,ARI@LAD 08/09/2019 10:10PM ET,ARI,0.92
,,,,,,,,,,,OF,Wil Myers (13103993),Wil Myers,13103993,OF,4100,COL@SD 08/09/2019 10:10PM ET,SD,5.68
,,,,,,,,,,,2B/3B,Greg Garcia (13104046),Greg Garcia,13104046,2B/3B,4100,COL@SD 08/09/2019 10:10PM ET,SD,4.61
,,,,,,,,,,,OF,Avisail Garcia (13103987),Avisail Garcia,13103987,OF,4100,TB@SEA 08/09/2019 10:10PM ET,TB,8.08
,,,,,,,,,,,OF,Mallex Smith (13104146),Mallex Smith,13104146,OF,4100,TB@SEA 08/09/2019 10:10PM ET,SEA,7.87
,,,,,,,,,,,1B/3B,Pablo Sandoval (13103894),Pablo Sandoval,13103894,1B/3B,4100,PHI@SF 08/09/2019 10:15PM ET,SF,5.37
,,,,,,,,,,,2B/SS,Donovan Solano (13103902),Donovan Solano,13103902,2B/SS,4100,PHI@SF 08/09/2019 10:15PM ET,SF,5.29
,,,,,,,,,,,RP,Steven Okert (13104081),Steven Okert,13104081,P,4100,PHI@SF 08/09/2019 10:15PM ET,SF,0
,,,,,,,,,,,SP,Ricky Nolasco (13103869),Ricky Nolasco,13103869,P,4000,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,OF,Jarrod Dyson (13103930),Jarrod Dyson,13103930,OF,4000,ARI@LAD 08/09/2019 10:10PM ET,ARI,6.9
,,,,,,,,,,,RP,Marc Rzepczynski (13103936),Marc Rzepczynski,13103936,P,4000,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,RP,Josh Smoker (13103944),Josh Smoker,13103944,P,4000,ARI@LAD 08/09/2019 10:10PM ET,LAD,0
,,,,,,,,,,,RP,T.J. McFarland (13103949),T.J. McFarland,13103949,P,4000,ARI@LAD 08/09/2019 10:10PM ET,ARI,2.27
,,,,,,,,,,,SP,Rubby De La Rosa (13104023),Rubby De La Rosa,13104023,P,4000,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,RP,Daniel Corcino (13104024),Daniel Corcino,13104024,P,4000,ARI@LAD 08/09/2019 10:10PM ET,LAD,0
,,,,,,,,,,,2B/3B,Ildemaro Vargas (13104025),Ildemaro Vargas,13104025,2B/3B,4000,ARI@LAD 08/09/2019 10:10PM ET,ARI,4.14
,,,,,,,,,,,RP,Yimi Garcia (13104036),Yimi Garcia,13104036,P,4000,ARI@LAD 08/09/2019 10:10PM ET,LAD,2.77
,,,,,,,,,,,RP,Scott Alexander (13104041),Scott Alexander,13104041,P,4000,ARI@LAD 08/09/2019 10:10PM ET,LAD,1.43
,,,,,,,,,,,RP,Adam Kolarek (13104059),Adam Kolarek,13104059,P,4000,ARI@LAD 08/09/2019 10:10PM ET,LAD,1.98
,,,,,,,,,,,RP,Casey Sadler (13104071),Casey Sadler,13104071,P,4000,ARI@LAD 08/09/2019 10:10PM ET,LAD,4.76
,,,,,,,,,,,RP,Ben Lively (13104072),Ben Lively,13104072,P,4000,ARI@LAD 08/09/2019 10:10PM ET,ARI,-3.55
,,,,,,,,,,,SP,Daniel Gibson (13104073),Daniel Gibson,13104073,P,4000,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,RP,Brad Goldberg (13104107),Brad Goldberg,13104107,P,4000,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,RP,Kevin Quackenbush (13104137),Kevin Quackenbush,13104137,P,4000,ARI@LAD 08/09/2019 10:10PM ET,LAD,0
,,,,,,,,,,,RP,Troy Scribner (13104214),Troy Scribner,13104214,P,4000,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,RP,Emilio Vargas (13104226),Emilio Vargas,13104226,P,4000,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,RP,Stefan Crichton (13104245),Stefan Crichton,13104245,P,4000,ARI@LAD 08/09/2019 10:10PM ET,ARI,3.53
,,,,,,,,,,,RP,Layne Somsen (13104246),Layne Somsen,13104246,P,4000,ARI@LAD 08/09/2019 10:10PM ET,LAD,0
,,,,,,,,,,,SP,Nick Green (13104256),Nick Green,13104256,P,4000,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,RP,Artie Lewicki (13104287),Artie Lewicki,13104287,P,4000,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,RP,Kevin Ginkel (13104289),Kevin Ginkel,13104289,P,4000,ARI@LAD 08/09/2019 10:10PM ET,ARI,3.68
,,,,,,,,,,,SP,Mitch White (13104366),Mitch White,13104366,P,4000,ARI@LAD 08/09/2019 10:10PM ET,LAD,0
,,,,,,,,,,,RP,Jake McGee (13103889),Jake McGee,13103889,P,4000,COL@SD 08/09/2019 10:10PM ET,COL,2.51
,,,,,,,,,,,RP,Craig Stammen (13103905),Craig Stammen,13103905,P,4000,COL@SD 08/09/2019 10:10PM ET,SD,3.08
,,,,,,,,,,,RP,Rayan Gonzalez (13103977),Rayan Gonzalez,13103977,P,4000,COL@SD 08/09/2019 10:10PM ET,COL,0
,,,,,,,,,,,RP,Bryan Shaw (13103982),Bryan Shaw,13103982,P,4000,COL@SD 08/09/2019 10:10PM ET,COL,2.11
,,,,,,,,,,,RP,Ryan Bollinger (13104019),Ryan Bollinger,13104019,P,4000,COL@SD 08/09/2019 10:10PM ET,SD,0
,,,,,,,,,,,RP,Kirby Yates (13104028),Kirby Yates,13104028,P,4000,COL@SD 08/09/2019 10:10PM ET,SD,4.81
,,,,,,,,,,,RP,Jairo Diaz (13104029),Jairo Diaz,13104029,P,4000,COL@SD 08/09/2019 10:10PM ET,COL,3.11
,,,,,,,,,,,RP,Scott Oberg (13104039),Scott Oberg,13104039,P,4000,COL@SD 08/09/2019 10:10PM ET,COL,4.27
,,,,,,,,,,,RP,Kazuhisa Makita (13104109),Kazuhisa Makita,13104109,P,4000,COL@SD 08/09/2019 10:10PM ET,SD,0
,,,,,,,,,,,OF,Raimel Tapia (13104112),Raimel Tapia,13104112,OF,4000,COL@SD 08/09/2019 10:10PM ET,COL,5.66
,,,,,,,,,,,SP,Luis Perdomo (13104115),Luis Perdomo,13104115,P,4000,COL@SD 08/09/2019 10:10PM ET,SD,3.68
,,,,,,,,,,,RP,Sam Howard (13104158),Sam Howard,13104158,P,4000,COL@SD 08/09/2019 10:10PM ET,COL,1.76
,,,,,,,,,,,OF,Manuel Margot (13104174),Manuel Margot,13104174,OF,4000,COL@SD 08/09/2019 10:10PM ET,SD,5.42
,,,,,,,,,,,RP,Trey Wingenter (13104207),Trey Wingenter,13104207,P,4000,COL@SD 08/09/2019 10:10PM ET,SD,3.34
,,,,,,,,,,,RP,Joseph Harvey (13104271),Joseph Harvey,13104271,P,4000,COL@SD 08/09/2019 10:10PM ET,COL,3.01
,,,,,,,,,,,RP,Eric Stout (13104284),Eric Stout,13104284,P,4000,COL@SD 08/09/2019 10:10PM ET,SD,0
,,,,,,,,,,,RP,Kyle McGrath (13104297),Kyle McGrath,13104297,P,4000,COL@SD 08/09/2019 10:10PM ET,SD,0
,,,,,,,,,,,1B,Josh Fuentes (13104299),Josh Fuentes,13104299,1B,4000,COL@SD 08/09/2019 10:10PM ET,COL,1.11
,,,,,,,,,,,SP,Anderson Espinoza (13104320),Anderson Espinoza,13104320,P,4000,COL@SD 08/09/2019 10:10PM ET,SD,0
,,,,,,,,,,,RP,Ben Bowden (13104323),Ben Bowden,13104323,P,4000,COL@SD 08/09/2019 10:10PM ET,COL,0
,,,,,,,,,,,RP,Justin Lawrence (13104344),Justin Lawrence,13104344,P,4000,COL@SD 08/09/2019 10:10PM ET,COL,0
,,,,,,,,,,,RP,Andres Munoz (13104383),Andres Munoz,13104383,P,4000,COL@SD 08/09/2019 10:10PM ET,SD,4.22
,,,,,,,,,,,RP,Michel Baez (13104386),Michel Baez,13104386,P,4000,COL@SD 08/09/2019 10:10PM ET,SD,4.69
,,,,,,,,,,,SP,Cory Gearrin (13103950),Cory Gearrin,13103950,P,4000,TB@SEA 08/09/2019 10:10PM ET,SEA,1.93
,,,,,,,,,,,RP,Anthony Bass (13103972),Anthony Bass,13103972,P,4000,TB@SEA 08/09/2019 10:10PM ET,SEA,3.14
,,,,,,,,,,,RP,Tyler Cloyd (13103976),Tyler Cloyd,13103976,P,4000,TB@SEA 08/09/2019 10:10PM ET,TB,0
,,,,,,,,,,,RP,Matt Magill (13103985),Matt Magill,13103985,P,4000,TB@SEA 08/09/2019 10:10PM ET,SEA,3.24
,,,,,,,,,,,3B,Kyle Seager (13103992),Kyle Seager,13103992,3B,4000,TB@SEA 08/09/2019 10:10PM ET,SEA,6.93
,,,,,,,,,,,OF,Mitch Haniger (13104004),Mitch Haniger,13104004,OF,4000,TB@SEA 08/09/2019 10:10PM ET,SEA,8.64
,,,,,,,,,,,SP,Matt Carasiti (13104007),Matt Carasiti,13104007,P,4000,TB@SEA 08/09/2019 10:10PM ET,SEA,2.01
,,,,,,,,,,,RP,Hoby Milner (13104018),Hoby Milner,13104018,P,4000,TB@SEA 08/09/2019 10:10PM ET,TB,0
,,,,,,,,,,,C,Omar Narvaez (13104027),Omar Narvaez,13104027,C,4000,TB@SEA 08/09/2019 10:10PM ET,SEA,6.99
,,,,,,,,,,,RP,Brandon Brennan (13104077),Brandon Brennan,13104077,P,4000,TB@SEA 08/09/2019 10:10PM ET,SEA,2.77
,,,,,,,,,,,RP,Connor Sadzeck (13104083),Connor Sadzeck,13104083,P,4000,TB@SEA 08/09/2019 10:10PM ET,SEA,3.61
,,,,,,,,,,,RP,Mike Wright (13104099),Mike Wright,13104099,P,4000,TB@SEA 08/09/2019 10:10PM ET,SEA,2.06
,,,,,,,,,,,RP,Ryan Merritt (13104140),Ryan Merritt,13104140,P,4000,TB@SEA 08/09/2019 10:10PM ET,TB,0
,,,,,,,,,,,RP,Luis Santos (13104153),Luis Santos,13104153,P,4000,TB@SEA 08/09/2019 10:10PM ET,TB,0
,,,,,,,,,,,RP,Ricardo Pinto (13104169),Ricardo Pinto,13104169,P,4000,TB@SEA 08/09/2019 10:10PM ET,TB,0
,,,,,,,,,,,RP,Ryan Garton (13104206),Ryan Garton,13104206,P,4000,TB@SEA 08/09/2019 10:10PM ET,SEA,-1.12
,,,,,,,,,,,RP,Tyler Danish (13104234),Tyler Danish,13104234,P,4000,TB@SEA 08/09/2019 10:10PM ET,SEA,0
,,,,,,,,,,,RP,Emilio Pagan (13104239),Emilio Pagan,13104239,P,4000,TB@SEA 08/09/2019 10:10PM ET,TB,4.4
,,,,,,,,,,,RP,Austin Pruitt (13104242),Austin Pruitt,13104242,P,4000,TB@SEA 08/09/2019 10:10PM ET,TB,5.48
,,,,,,,,,,,RP,Justus Sheffield (13104276),Justus Sheffield,13104276,P,4000,TB@SEA 08/09/2019 10:10PM ET,SEA,5.15
,,,,,,,,,,,SP,Andrew Moore (13104336),Andrew Moore,13104336,P,4000,TB@SEA 08/09/2019 10:10PM ET,SEA,2.3
,,,,,,,,,,,RP,Art Warren (13104343),Art Warren,13104343,P,4000,TB@SEA 08/09/2019 10:10PM ET,SEA,0
,,,,,,,,,,,RP,Zac Grotz (13104347),Zac Grotz,13104347,P,4000,TB@SEA 08/09/2019 10:10PM ET,SEA,2.25
,,,,,,,,,,,RP,Matt Festa (13104371),Matt Festa,13104371,P,4000,TB@SEA 08/09/2019 10:10PM ET,SEA,2.19
,,,,,,,,,,,RP,Reggie McClain (13104374),Reggie McClain,13104374,P,4000,TB@SEA 08/09/2019 10:10PM ET,SEA,-1.55
,,,,,,,,,,,RP,Wyatt Mills (13104377),Wyatt Mills,13104377,P,4000,TB@SEA 08/09/2019 10:10PM ET,SEA,0
,,,,,,,,,,,SP,Logan Gilbert (13104388),Logan Gilbert,13104388,P,4000,TB@SEA 08/09/2019 10:10PM ET,SEA,0
,,,,,,,,,,,3B,Evan Longoria (13103911),Evan Longoria,13103911,3B,4000,PHI@SF 08/09/2019 10:15PM ET,SF,6.58
,,,,,,,,,,,RP,Pedro Beato (13103913),Pedro Beato,13103913,P,4000,PHI@SF 08/09/2019 10:15PM ET,PHI,0
,,,,,,,,,,,C,Stephen Vogt (13103941),Stephen Vogt,13103941,C,4000,PHI@SF 08/09/2019 10:15PM ET,SF,4.88
,,,,,,,,,,,RP,Casey Kelly (13103963),Casey Kelly,13103963,P,4000,PHI@SF 08/09/2019 10:15PM ET,SF,0
,,,,,,,,,,,RP,Jeremy Bleich (13103964),Jeremy Bleich,13103964,P,4000,PHI@SF 08/09/2019 10:15PM ET,PHI,0
,,,,,,,,,,,SP,Nick Vincent (13103969),Nick Vincent,13103969,P,4000,PHI@SF 08/09/2019 10:15PM ET,SF,3.49
,,,,,,,,,,,RP,Pat Venditte (13103975),Pat Venditte,13103975,P,4000,PHI@SF 08/09/2019 10:15PM ET,SF,-2.95
,,,,,,,,,,,RP,Mike Morin (13104015),Mike Morin,13104015,P,4000,PHI@SF 08/09/2019 10:15PM ET,PHI,2.02
,,,,,,,,,,,1B/OF,Tyler Austin (13104064),Tyler Austin,13104064,1B/OF,4000,PHI@SF 08/09/2019 10:15PM ET,SF,3.79
,,,,,,,,,,,RP,Dan Slania (13104080),Dan Slania,13104080,P,4000,PHI@SF 08/09/2019 10:15PM ET,SF,0
,,,,,,,,,,,RP,Hector Neris (13104085),Hector Neris,13104085,P,4000,PHI@SF 08/09/2019 10:15PM ET,PHI,3.64
,,,,,,,,,,,RP,Jandel Gustave (13104088),Jandel Gustave,13104088,P,4000,PHI@SF 08/09/2019 10:15PM ET,SF,3.97
,,,,,,,,,,,OF,Roman Quinn (13104122),Roman Quinn,13104122,OF,4000,PHI@SF 08/09/2019 10:15PM ET,PHI,4.4
,,,,,,,,,,,RP,Williams Jerez (13104128),Williams Jerez,13104128,P,4000,PHI@SF 08/09/2019 10:15PM ET,SF,3.11
,,,,,,,,,,,RP,Yacksel Rios (13104145),Yacksel Rios,13104145,P,4000,PHI@SF 08/09/2019 10:15PM ET,PHI,-1
,,,,,,,,,,,RP,Trevor Gott (13104163),Trevor Gott,13104163,P,4000,PHI@SF 08/09/2019 10:15PM ET,SF,3.89
,,,,,,,,,,,RP,Drew Anderson (13104201),Drew Anderson,13104201,P,4000,PHI@SF 08/09/2019 10:15PM ET,PHI,4.15
,,,,,,,,,,,SP,Jose Lopez (13104217),Jose Lopez,13104217,P,4000,PHI@SF 08/09/2019 10:15PM ET,SF,0
,,,,,,,,,,,RP,Victor Arano (13104261),Victor Arano,13104261,P,4000,PHI@SF 08/09/2019 10:15PM ET,PHI,7.37
,,,,,,,,,,,RP,Edgar Garcia (13104303),Edgar Garcia,13104303,P,4000,PHI@SF 08/09/2019 10:15PM ET,PHI,2.31
,,,,,,,,,,,C,Drew Butera (13103904),Drew Butera,13103904,C,3900,COL@SD 08/09/2019 10:10PM ET,COL,3.29
,,,,,,,,,,,OF,Kevin Kiermaier (13104075),Kevin Kiermaier,13104075,OF,3900,TB@SEA 08/09/2019 10:10PM ET,TB,7.47
,,,,,,,,,,,2B/3B,Mike Brosseau (13104379),Mike Brosseau,13104379,2B/3B,3900,TB@SEA 08/09/2019 10:10PM ET,TB,6.93
,,,,,,,,,,,C,Rene Rivera (13103866),Rene Rivera,13103866,C,3900,PHI@SF 08/09/2019 10:15PM ET,SF,0
,,,,,,,,,,,OF,Kevin Pillar (13104101),Kevin Pillar,13104101,OF,3900,PHI@SF 08/09/2019 10:15PM ET,SF,6.76
,,,,,,,,,,,OF,Austin Slater (13104154),Austin Slater,13104154,OF,3900,PHI@SF 08/09/2019 10:15PM ET,SF,6.21
,,,,,,,,,,,OF,David Peralta (13103931),David Peralta,13103931,OF,3800,ARI@LAD 08/09/2019 10:10PM ET,ARI,7.98
,,,,,,,,,,,1B,Christian Walker (13104021),Christian Walker,13104021,1B,3800,ARI@LAD 08/09/2019 10:10PM ET,ARI,7.87
,,,,,,,,,,,1B/OF,Joc Pederson (13104060),Joc Pederson,13104060,1B/OF,3800,ARI@LAD 08/09/2019 10:10PM ET,LAD,7.19
,,,,,,,,,,,1B/2B,Austin Nola (13104094),Austin Nola,13104094,1B/2B,3800,TB@SEA 08/09/2019 10:10PM ET,SEA,5.08
,,,,,,,,,,,SS,Willy Adames (13104225),Willy Adames,13104225,SS,3800,TB@SEA 08/09/2019 10:10PM ET,TB,6.29
,,,,,,,,,,,SS,J.P. Crawford (13104232),J.P. Crawford,13104232,SS,3800,TB@SEA 08/09/2019 10:10PM ET,SEA,7.43
,,,,,,,,,,,C,Buster Posey (13103961),Buster Posey,13103961,C,3800,PHI@SF 08/09/2019 10:15PM ET,SF,5.9
,,,,,,,,,,,OF,Joey Rickard (13104164),Joey Rickard,13104164,OF,3800,PHI@SF 08/09/2019 10:15PM ET,SF,4.49
,,,,,,,,,,,C,Alex Avila (13103970),Alex Avila,13103970,C,3700,ARI@LAD 08/09/2019 10:10PM ET,ARI,7.08
,,,,,,,,,,,OF,A.J. Pollock (13103989),A.J. Pollock,13103989,OF,3700,ARI@LAD 08/09/2019 10:10PM ET,LAD,7.81
,,,,,,,,,,,C,Carson Kelly (13104188),Carson Kelly,13104188,C,3700,ARI@LAD 08/09/2019 10:10PM ET,ARI,6.39
,,,,,,,,,,,OF,Tim Locastro (13104244),Tim Locastro,13104244,OF,3700,ARI@LAD 08/09/2019 10:10PM ET,ARI,5.13
,,,,,,,,,,,OF,Alex Verdugo (13104278),Alex Verdugo,13104278,OF,3700,ARI@LAD 08/09/2019 10:10PM ET,LAD,6.52
,,,,,,,,,,,C,Will Smith (13104321),Will Smith,13104321,C,3700,ARI@LAD 08/09/2019 10:10PM ET,LAD,9.15
,,,,,,,,,,,OF,Josh Naylor (13104332),Josh Naylor,13104332,OF,3700,COL@SD 08/09/2019 10:10PM ET,SD,4.46
,,,,,,,,,,,1B,Ji-Man Choi (13104070),Ji-Man Choi,13104070,1B,3700,TB@SEA 08/09/2019 10:10PM ET,TB,6.51
,,,,,,,,,,,C,Tom Murphy (13104186),Tom Murphy,13104186,C,3700,TB@SEA 08/09/2019 10:10PM ET,SEA,6.75
,,,,,,,,,,,3B/OF,Sean Rodriguez (13103880),Sean Rodriguez,13103880,3B/OF,3700,PHI@SF 08/09/2019 10:15PM ET,PHI,3.4
,,,,,,,,,,,1B,Brandon Belt (13103925),Brandon Belt,13103925,1B,3700,PHI@SF 08/09/2019 10:15PM ET,SF,6.66
,,,,,,,,,,,2B,Cesar Hernandez (13104012),Cesar Hernandez,13104012,2B,3700,PHI@SF 08/09/2019 10:15PM ET,PHI,6.74
,,,,,,,,,,,OF,Mike Gerber (13104078),Mike Gerber,13104078,OF,3700,PHI@SF 08/09/2019 10:15PM ET,SF,1.75
,,,,,,,,,,,OF,Adam Haseley (13104360),Adam Haseley,13104360,OF,3700,PHI@SF 08/09/2019 10:15PM ET,PHI,6.67
,,,,,,,,,,,3B,Jedd Gyorko (13104042),Jedd Gyorko,13104042,3B,3600,ARI@LAD 08/09/2019 10:10PM ET,LAD,2.45
,,,,,,,,,,,1B/OF,Matt Beaty (13104156),Matt Beaty,13104156,1B/OF,3600,ARI@LAD 08/09/2019 10:10PM ET,LAD,5.67
,,,,,,,,,,,SS,Corey Seager (13104185),Corey Seager,13104185,SS,3600,ARI@LAD 08/09/2019 10:10PM ET,LAD,7.3
,,,,,,,,,,,C,Chris Iannetta (13103896),Chris Iannetta,13103896,C,3600,COL@SD 08/09/2019 10:10PM ET,COL,5.31
,,,,,,,,,,,C,Francisco Mejia (13104259),Francisco Mejia,13104259,C,3600,COL@SD 08/09/2019 10:10PM ET,SD,4.93
,,,,,,,,,,,2B/SS,Brendan Rodgers (13104329),Brendan Rodgers,13104329,2B/SS,3600,COL@SD 08/09/2019 10:10PM ET,COL,3.8
,,,,,,,,,,,SS,Mauricio Dubon (13104247),Mauricio Dubon,13104247,SS,3600,PHI@SF 08/09/2019 10:15PM ET,SF,0
,,,,,,,,,,,OF,Adam Jones (13103887),Adam Jones,13103887,OF,3500,ARI@LAD 08/09/2019 10:10PM ET,ARI,7
,,,,,,,,,,,1B,Jesus Aguilar (13104030),Jesus Aguilar,13104030,1B,3500,TB@SEA 08/09/2019 10:10PM ET,TB,4.53
,,,,,,,,,,,OF,Jose Pirela (13103983),Jose Pirela,13103983,OF,3500,PHI@SF 08/09/2019 10:15PM ET,PHI,0
,,,,,,,,,,,2B/3B,Brad Miller (13104120),Brad Miller,13104120,2B/3B,3500,PHI@SF 08/09/2019 10:15PM ET,PHI,3.98
,,,,,,,,,,,1B/3B,Jake Lamb (13104010),Jake Lamb,13104010,1B/3B,3400,ARI@LAD 08/09/2019 10:10PM ET,ARI,5.97
,,,,,,,,,,,SS,Nick Ahmed (13104093),Nick Ahmed,13104093,SS,3400,ARI@LAD 08/09/2019 10:10PM ET,ARI,7.12
,,,,,,,,,,,OF,Yasmany Tomas (13104220),Yasmany Tomas,13104220,OF,3400,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,OF,Kyle Garlick (13104348),Kyle Garlick,13104348,OF,3400,ARI@LAD 08/09/2019 10:10PM ET,LAD,2.64
,,,,,,,,,,,OF,Shane Peterson (13103965),Shane Peterson,13103965,OF,3400,COL@SD 08/09/2019 10:10PM ET,SD,0
,,,,,,,,,,,OF/SS,Tim Beckham (13103958),Tim Beckham,13103958,SS/OF,3400,TB@SEA 08/09/2019 10:10PM ET,SEA,6.74
,,,,,,,,,,,2B,Dee Gordon (13103968),Dee Gordon,13103968,2B,3400,TB@SEA 08/09/2019 10:10PM ET,SEA,6.29
,,,,,,,,,,,3B,Matt Duffy (13104162),Matt Duffy,13104162,3B,3400,TB@SEA 08/09/2019 10:10PM ET,TB,5.25
,,,,,,,,,,,2B/OF,Tim Lopes (13104192),Tim Lopes,13104192,2B/OF,3400,TB@SEA 08/09/2019 10:10PM ET,SEA,8.5
,,,,,,,,,,,3B,Maikel Franco (13104066),Maikel Franco,13104066,3B,3400,PHI@SF 08/09/2019 10:15PM ET,PHI,5.9
,,,,,,,,,,,1B,Yonder Alonso (13103962),Yonder Alonso,13103962,1B,3300,COL@SD 08/09/2019 10:10PM ET,COL,4.87
,,,,,,,,,,,OF,Travis Jankowski (13104097),Travis Jankowski,13104097,OF,3300,COL@SD 08/09/2019 10:10PM ET,SD,0
,,,,,,,,,,,SS,Brandon Crawford (13103967),Brandon Crawford,13103967,SS,3300,PHI@SF 08/09/2019 10:15PM ET,SF,5.94
,,,,,,,,,,,C,Russell Martin (13103871),Russell Martin,13103871,C,3200,ARI@LAD 08/09/2019 10:10PM ET,LAD,4.46
,,,,,,,,,,,OF,Paulo Orlando (13103910),Paulo Orlando,13103910,OF,3200,ARI@LAD 08/09/2019 10:10PM ET,LAD,0
,,,,,,,,,,,2B/OF,Rob Refsnyder (13104167),Rob Refsnyder,13104167,2B/OF,3200,ARI@LAD 08/09/2019 10:10PM ET,ARI,0
,,,,,,,,,,,OF,Drew Jackson (13104209),Drew Jackson,13104209,OF,3200,ARI@LAD 08/09/2019 10:10PM ET,LAD,0.67
,,,,,,,,,,,1B/3B,Edwin Rios (13104267),Edwin Rios,13104267,1B/3B,3200,ARI@LAD 08/09/2019 10:10PM ET,LAD,4.4
,,,,,,,,,,,OF,Jeren Kendall (13104292),Jeren Kendall,13104292,OF,3200,ARI@LAD 08/09/2019 10:10PM ET,LAD,0
,,,,,,,,,,,1B/OF,Matt Holliday (13103875),Matt Holliday,13103875,1B/OF,3200,COL@SD 08/09/2019 10:10PM ET,COL,0
,,,,,,,,,,,2B,Ian Kinsler (13103879),Ian Kinsler,13103879,2B,3200,COL@SD 08/09/2019 10:10PM ET,SD,4.68
,,,,,,,,,,,2B/3B,Christian Villanueva (13104032),Christian Villanueva,13104032,2B/3B,3200,COL@SD 08/09/2019 10:10PM ET,SD,0
,,,,,,,,,,,OF,Yonathan Daza (13104113),Yonathan Daza,13104113,OF,3200,COL@SD 08/09/2019 10:10PM ET,COL,2.11
,,,,,,,,,,,1B,Brendan McKay (13104295),Brendan McKay,13104295,1B,3200,TB@SEA 08/09/2019 10:10PM ET,TB,12.74
,,,,,,,,,,,OF/SS,Dylan Moore (13104339),Dylan Moore,13104339,SS/OF,3200,TB@SEA 08/09/2019 10:10PM ET,SEA,3.87
,,,,,,,,,,,3B,Trevor Plouffe (13103891),Trevor Plouffe,13103891,3B,3200,PHI@SF 08/09/2019 10:15PM ET,PHI,0
,,,,,,,,,,,OF,Craig Gentry (13103923),Craig Gentry,13103923,OF,3200,PHI@SF 08/09/2019 10:15PM ET,SF,0
,,,,,,,,,,,OF,Odubel Herrera (13104031),Odubel Herrera,13104031,OF,3200,PHI@SF 08/09/2019 10:15PM ET,PHI,5.28
,,,,,,,,,,,2B/SS,Cristhian Adames (13104034),Cristhian Adames,13104034,2B/SS,3200,PHI@SF 08/09/2019 10:15PM ET,SF,0
,,,,,,,,,,,3B/SS,Mitch Walding (13104134),Mitch Walding,13104134,3B/SS,3200,PHI@SF 08/09/2019 10:15PM ET,PHI,0
,,,,,,,,,,,C,Aramis Garcia (13104147),Aramis Garcia,13104147,C,3200,PHI@SF 08/09/2019 10:15PM ET,SF,6.17
,,,,,,,,,,,2B/3B,Miguel Gomez (13104172),Miguel Gomez,13104172,2B/3B,3200,PHI@SF 08/09/2019 10:15PM ET,SF,0
,,,,,,,,,,,SS,Abiatal Avelino (13104184),Abiatal Avelino,13104184,SS,3200,PHI@SF 08/09/2019 10:15PM ET,SF,0
,,,,,,,,,,,OF,Dylan Cozens (13104187),Dylan Cozens,13104187,OF,3200,PHI@SF 08/09/2019 10:15PM ET,PHI,0
,,,,,,,,,,,1B/OF,Chris Shaw (13104203),Chris Shaw,13104203,1B/OF,3200,PHI@SF 08/09/2019 10:15PM ET,SF,0
,,,,,,,,,,,3B,Ryder Jones (13104235),Ryder Jones,13104235,3B,3200,PHI@SF 08/09/2019 10:15PM ET,SF,0
,,,,,,,,,,,OF,Andrew Toles (13104057),Andrew Toles,13104057,OF,3100,ARI@LAD 08/09/2019 10:10PM ET,LAD,0
,,,,,,,,,,,SS,Domingo Leyba (13104224),Domingo Leyba,13104224,SS,3100,ARI@LAD 08/09/2019 10:10PM ET,ARI,1.7
,,,,,,,,,,,SS,Gavin Lux (13104363),Gavin Lux,13104363,SS,3100,ARI@LAD 08/09/2019 10:10PM ET,LAD,0
,,,,,,,,,,,C,Tony Wolters (13104052),Tony Wolters,13104052,C,3100,COL@SD 08/09/2019 10:10PM ET,COL,5.18
,,,,,,,,,,,2B/OF,Garrett Hampson (13104249),Garrett Hampson,13104249,2B/OF,3100,COL@SD 08/09/2019 10:10PM ET,COL,4.34
,,,,,,,,,,,OF,Denard Span (13103874),Denard Span,13103874,OF,3100,TB@SEA 08/09/2019 10:10PM ET,SEA,0
,,,,,,,,,,,OF,Keon Broxton (13103978),Keon Broxton,13103978,OF,3100,TB@SEA 08/09/2019 10:10PM ET,SEA,3.64
,,,,,,,,,,,C,Mike Marjama (13104108),Mike Marjama,13104108,C,3100,TB@SEA 08/09/2019 10:10PM ET,SEA,0
,,,,,,,,,,,2B,Shed Long (13104254),Shed Long,13104254,2B,3100,TB@SEA 08/09/2019 10:10PM ET,SEA,6.95
,,,,,,,,,,,OF,Dom Thompson-Williams (13104291),Dom Thompson-Williams,13104291,OF,3100,TB@SEA 08/09/2019 10:10PM ET,SEA,0
