Name,Salary,Team,Pos,Opp,Proj_FP,Line,PP_Line
Pavel Francouz,8000,COL,G,MIN,0.0,,
Matthew Phillips,2500,CGY,C,MON,0.0,,
Cooper Marody,2500,EDM,C,TOR,0.0,,
Mitch Reinke,2500,STL,D,ANH,0.0,x,
Nolan Stevens,2500,STL,C,ANH,0.0,,
C.J. Suess,2500,WPG,LW,VAN,0.0,,
Patrick Harper,2500,NSH,C,TB,0.0,,
Jeremy Swayman,6500,BOS,G,WAS,0.0,,
Alex Barre-Boulet,2500,TB,C,NSH,0.0,,
Riley Stillman,2500,FLA,D,DET,0.0,x,
Sam Lafferty,2500,PIT,LW,NYR,0.0,3,
Mason Marchment,2500,FLA,RW,DET,0.0,7,
Gustav Lindstrom,2500,DET,D,FLA,0.0,x,
Anthony Greco,2500,NYR,C,PIT,0.0,,
Jacob MacDonald,2500,COL,D,MIN,0.0,x,
Jack Rathbone,2500,VAN,D,WPG,0.0,x,
Cayden Primeau,6500,MON,G,CGY,0.0,,
Morgan Barron,2500,NYR,C,PIT,0.0,,
Jimmy Huntington,2500,TB,C,NSH,0.0,,
Simon Benoit,2500,ANH,D,STL,0.0,x,
Mac Hollowell,2500,TOR,D,EDM,0.0,x,
Jake Lucchini,2500,MON,LW,CGY,0.0,,
Josh Teves,2500,VAN,D,WPG,0.0,x,
Yegor Zamula,2500,PHI,D,NYI,0.0,x,
Benjamin Gleason,2500,DAL,D,CAR,0.0,x,
Joel Teasdale,2500,MON,LW,CGY,0.0,,
Par Lindholm,2500,BOS,C,WAS,0.0,5,
Juuso Riikola,2500,PIT,D,NYR,0.0,x,
Mikhail Berdin,6500,WPG,G,VAN,0.0,,
Darren Raddysh,2500,NYR,D,PIT,0.0,x,
Joey Keane,2500,CAR,D,DAL,0.0,x,
Dmitri Semykin,2500,TB,D,NSH,0.0,x,
Mackenzie MacEachern,2500,STL,C,ANH,0.0,5,
Ross Colton,2500,TB,C,NSH,0.0,,
Joel L'Esperance,2500,DAL,RW,CAR,0.0,5,
Sheldon Dries,2500,COL,C,MIN,0.0,5,
Jakub Lauko,2500,BOS,C,WAS,0.0,,
Alexander Alexeyev,2500,WAS,D,BOS,0.0,x,
Vitali Kravtsov,2500,NYR,RW,PIT,0.0,,
Isac Lundestrom,2500,ANH,LW,STL,0.0,,
Jakub Skarek,6500,NYI,G,PHI,0.0,,
Dmitri Zavgorodny,2500,CGY,LW,MON,0.0,,
Martin Fehervary,2500,WAS,D,BOS,0.0,x,
Kody Clark,2500,WAS,RW,BOS,0.0,,
Scott Perunovich,2500,STL,D,ANH,0.0,x,
Justin Richards,2500,NYR,C,PIT,0.0,,
Vasili Demchenko,6500,MON,G,CGY,0.0,,
Radim Zohorna,2500,PIT,C,NYR,0.0,,
Theodor Lennstrom,2500,EDM,D,TOR,0.0,x,
Linus Sandin,2500,PHI,RW,NYI,0.0,,
Jake Kielly,6500,VAN,G,WPG,0.0,,
Brogan Rafferty,2500,VAN,D,WPG,0.0,x,
Mason Jobst,2500,NYI,C,PHI,0.0,,
Jeremy Davies,2500,NSH,D,TB,0.0,x,
Philip Broberg,2500,EDM,D,TOR,0.0,x,
Artyom Zagidulin,6500,CGY,G,MON,0.0,,
Josh Wilkins,2500,NSH,C,TB,0.0,,
Ville Heinola,2500,WPG,D,VAN,0.0,x,
Simon Holmstrom,2500,NYI,RW,PHI,0.0,,
Hugh McGing,2500,STL,LW,ANH,0.0,,
Tyler Tucker,2500,STL,D,ANH,0.0,x,
Chase Pearson,2500,DET,C,FLA,0.0,,
Connor Zary,2500,CGY,C,MON,0.0,,
Seth Jarvis,2500,CAR,C,DAL,0.0,,
Jake Neighbours,2500,STL,LW,ANH,0.0,,
Wyatte Wylie,2500,PHI,D,NYI,0.0,x,
Cam Lee,2500,PIT,D,NYR,0.0,x,
Nick Wolff,2500,BOS,D,WAS,0.0,x,
Cole Smith,2500,NSH,LW,TB,0.0,,
Marc Michaelis,2500,VAN,LW,WPG,0.0,6,
Connor Mackey,2500,CGY,D,MON,0.0,x,
David Cotton,2500,CAR,C,DAL,0.0,,
Jason Cotton,2500,CAR,C,DAL,0.0,,
Jack Ahcan,2500,BOS,D,WAS,0.0,x,
Tyson Foerster,2500,PHI,RW,NYI,0.0,,
Kodie Curran,2500,ANH,D,STL,0.0,x,
Josh Maniscalco,2500,PIT,D,NYR,0.0,x,
Alex Green,2500,TB,D,NSH,0.0,x,
Jack Finley,2500,TB,C,NSH,0.0,,
Gage Goncalves,2500,TB,C,NSH,0.0,,
Peter Tischke,2500,COL,D,MIN,0.0,x,
Oskar Steen,2500,BOS,C,WAS,0.0,,
Emilio Pettersen,2500,CGY,C,MON,0.0,,
Brady Keeper,2500,FLA,D,DET,0.0,x,
Rhett Gardner,2500,DAL,C,CAR,0.0,5,
Grant Hutton,2500,NYI,D,PHI,0.0,x,
Joel Hofer,6500,STL,G,ANH,0.0,,
Ryan Lohin,2500,TB,C,NSH,0.0,,
Bobo Carpenter,2500,NYI,LW,PHI,0.0,,
Trevor Zegras,2500,ANH,C,STL,0.0,,
Thomas Harley,2500,DAL,D,CAR,0.0,x,
Ryan Suzuki,2500,CAR,C,DAL,0.0,,
Matthew Robertson,2500,NYR,D,PIT,0.0,x,
Jakob Pelletier,2500,CGY,LW,MON,0.0,,
Jamieson Rees,2500,CAR,C,DAL,0.0,,
Philip Tomasino,2500,NSH,C,TB,0.0,,
Samuel Poulin,2500,PIT,LW,NYR,0.0,,
Connor McMichael,2500,WAS,LW,BOS,0.0,,
Nick Robertson,2500,TOR,LW,EDM,0.0,7,
Otto Leskinen,2500,MON,D,CGY,0.0,x,
Teemu Kivihalme,2500,TOR,D,EDM,0.0,x,
Carl-Johan Lerby,2500,CGY,D,MON,0.0,x,
Oliwer Kaski,2500,CAR,D,DAL,0.0,x,
Dustin Wolf,6500,CGY,G,MON,0.0,,
Gerald Mayhew,2500,MIN,C,COL,0.0,5,
Alexander Yelesin,2500,CGY,D,MON,0.0,x,
Brayden Tracey,2500,ANH,LW,STL,0.0,,
Nathan Legare,2500,PIT,RW,NYR,0.0,,
Samuel Bolduc,2500,NYI,D,PHI,0.0,x,
Alex Belzile,2500,MON,RW,CGY,0.0,,
Joakim Nygard,2500,EDM,LW,TOR,0.0,5,
Rodrigo Abols,2500,FLA,C,DET,0.0,,
Joel Kiviranta,3500,DAL,LW,CAR,0.0,7,
Emil Larmi,6500,PIT,G,NYR,0.0,,
Tarmo Reunanen,2500,NYR,D,PIT,0.0,x,
Joona Luoto,2500,WPG,LW,VAN,0.0,,
Philippe Maillet,2500,WAS,C,BOS,0.0,8,
Gaetan Haas,2500,EDM,C,TOR,0.0,6,
Robert Lantosi,2500,BOS,RW,WAS,0.0,,
Robert Hagg,2500,PHI,D,NYI,0.0,x,
Kenny Agostino,2500,TOR,LW,EDM,0.0,,
Luke Witkowski,2500,TB,RW,NSH,0.0,,
Troy Grosenick,6500,EDM,G,TOR,0.0,,
Seth Griffith,2500,EDM,C,TOR,0.0,,
Ian McCoshen,2500,MIN,D,COL,0.0,x,
Michael McCarron,2500,NSH,C,TB,0.0,5,
Jacob De La Rose,2500,STL,RW,ANH,0.0,5,
Chris Bigras,2500,PHI,D,NYI,0.0,x,
Justin Bailey,2500,VAN,RW,WPG,0.0,6,
Zach Fucale,6500,WAS,G,BOS,0.0,,
Laurent Dauphin,2500,MON,C,CGY,0.0,,
Steve Santini,2500,STL,D,ANH,0.0,x,
Tristan Jarry,7300,PIT,G,NYR,0.0,,
Gustav Olofsson,2500,MON,D,CGY,0.0,x,
Philippe Desrosiers,6500,FLA,G,DET,0.0,,
Nicolas Petan,2500,TOR,LW,EDM,0.0,,
Marko Dano,2500,WPG,LW,VAN,0.0,,
Peter Cehlarik,2500,BOS,LW,WAS,0.0,,
Spencer Martin,6500,TB,G,NSH,0.0,,
Tyler Graovac,2500,VAN,C,WPG,0.0,,
Charles Hudon,2500,MON,LW,CGY,0.0,,
Pheonix Copley,6500,WAS,G,BOS,0.0,,
Laurent Brossoit,8000,WPG,G,VAN,0.0,,
Josh Manson,2500,ANH,D,STL,0.0,x,
Jon Gillies,6500,STL,G,ANH,0.0,,
Trevor Carrick,2500,ANH,D,STL,0.0,x,
Riley Barber,2500,DET,RW,FLA,0.0,,
Jaccob Slavin,4500,CAR,D,DAL,0.0,x,
Jujhar Khaira,2500,EDM,C,TOR,0.0,5,
Bogdan Yakimov,2500,EDM,C,TOR,0.0,,
Jayce Hawryluk,2500,VAN,C,WPG,0.0,5,
Turner Elson,2500,DET,LW,FLA,0.0,,
Chase De Leo,2500,ANH,C,STL,0.0,,
Curtis McKenzie,2500,STL,LW,ANH,0.0,,
Joel Hanley,2500,DAL,D,CAR,0.0,x,
Daniel Walcott,2500,TB,D,NSH,0.0,x,
Chris Driedger,8200,FLA,G,DET,0.0,,
Buddy Robinson,2500,CGY,RW,MON,0.0,6,
Joe Hicketts,2500,DET,D,FLA,0.0,x,
Brandon Baddock,2500,MON,LW,CGY,0.0,,
Ross Johnston,2500,NYI,RW,PHI,0.0,5,
Dakota Mermis,2500,MIN,D,COL,0.0,x,
Daniel Carr,2500,WAS,LW,BOS,0.0,5,
Frederick Gaudreau,2500,PIT,C,NYR,0.0,5,
Kyle Burroughs,2500,COL,D,MIN,0.0,x,
Joseph Blandisi,2500,MON,C,CGY,0.0,,
Gustav Forsling,2600,FLA,D,DET,0.0,x,
Antoine Bibeau,6500,CAR,G,DAL,0.0,,
Juuse Saros,7100,NSH,G,TB,0.0,,
Ville Husso,8200,STL,G,ANH,0.0,,
Ben Harpur,2500,NSH,D,TB,0.0,x,
Julius Honka,2500,DAL,D,CAR,0.0,x,
Sonny Milano,2500,ANH,RW,STL,0.0,7,
Roland McKeown,2500,CAR,D,DAL,0.0,x,
Josh Ho-Sang,2500,NYI,RW,PHI,0.0,,
Jake Virtanen,2800,VAN,LW,WPG,0.0,5,
Michael Dal Colle,2500,NYI,LW,PHI,0.0,6,
Alex Nedeljkovic,6500,CAR,G,DAL,0.0,,
Austin Poganski,2500,STL,C,ANH,0.0,6,
Justin Kirkland,2500,CGY,LW,MON,0.0,,
Vladislav Kamenev,2500,COL,RW,MIN,0.0,,
Ben Thomas,2500,TB,D,NSH,0.0,x,
Dominic Turgeon,2500,DET,C,FLA,0.0,,
Juho Lammikko,2500,FLA,RW,DET,0.0,5,
Nikita Tryamkin,2500,VAN,D,WPG,0.0,x,
Warren Foegele,2500,CAR,LW,DAL,0.0,5,
Nathan Walker,2500,STL,LW,ANH,0.0,,
Ilya Sorokin,7600,NYI,G,PHI,0.0,,
Shane Gersich,2500,WAS,C,BOS,0.0,,
Louis Belpedio,2500,MIN,D,COL,0.0,x,
Jake Walman,2500,STL,D,ANH,0.0,x,
Mark Friedman,2500,PHI,D,NYI,0.0,x,
Kasimir Kaskisuo,6500,NSH,G,TB,0.0,,
Charlie Lindgren,6500,MON,G,CGY,0.0,,
Anthony Richard,2500,NSH,C,TB,0.0,,
Kevin Boyle,6500,DET,G,FLA,0.0,,
Kalle Kossila,2500,TOR,C,EDM,0.0,,
Alex Lyon,6500,PHI,G,NYI,0.0,,
Ashton Sautner,2500,VAN,D,WPG,0.0,x,
Igor Shesterkin,7600,NYR,G,PIT,0.0,,
Andrew Poturalski,2500,ANH,C,STL,0.0,,
Dan Renouf,2500,COL,D,MIN,0.0,x,
Julien Gauthier,2500,NYR,RW,PIT,0.0,5,
Patrick Russell,2500,EDM,RW,TOR,0.0,5,
Michal Kempny,2500,WAS,D,BOS,0.0,x,
Olli Juolevi,2500,VAN,D,WPG,0.0,x,
Sam Anas,2500,STL,C,ANH,0.0,,
Paul LaDue,2500,WAS,D,BOS,0.0,x,
Luke Johnson,2500,MIN,LW,COL,0.0,5,
Tim Gettinger,2500,NYR,LW,PIT,0.0,5,
Frederic Allard,2500,NSH,D,TB,0.0,x,
Henrik Borgstrom,2500,FLA,C,DET,0.0,,
Josh Currie,2500,PIT,RW,NYR,0.0,,
Tanner Fritz,2500,NYI,C,PHI,0.0,,
Brandon Crawley,2500,NYR,D,PIT,0.0,x,
Carsen Twarynski,2500,PHI,LW,NYI,0.0,5,
Tanner Kaspick,2500,STL,C,ANH,0.0,,
Matt Filipe,2500,BOS,LW,WAS,0.0,,
Nelson Nogier,2500,WPG,D,VAN,0.0,x,
David Rittich,7000,CGY,G,MON,0.0,,
Yegor Korshkov,2500,TOR,RW,EDM,0.0,,
Max Lajoie,2500,CAR,D,DAL,0.0,x,
Kasper Bjorkqvist,2500,PIT,RW,NYR,0.0,,
Joey Anderson,2500,TOR,LW,EDM,0.0,5,
Rem Pitlick,2500,NSH,C,TB,0.0,,
Josh Mahura,2500,ANH,D,STL,0.0,x,
Garrett Pilon,2500,WAS,C,BOS,0.0,,
Beck Malenstyn,2500,WAS,LW,BOS,0.0,,
Chase Priskie,2500,FLA,D,DET,0.0,x,
Tyler Benson,2500,EDM,LW,TOR,0.0,,
Victor Mete,2500,MON,D,CGY,0.0,x,
Sean Day,2500,TB,D,NSH,0.0,x,
Joseph Woll,6500,TOR,G,EDM,0.0,,
German Rubtsov,2500,PHI,C,NYI,0.0,,
Boris Katchouk,2500,TB,LW,NSH,0.0,,
Libor Hajek,2500,NYR,D,PIT,0.0,x,
Taylor Raddysh,2500,TB,RW,NSH,0.0,,
Dennis Cholowski,2500,DET,D,FLA,0.0,x,
Dillon Dube,3500,CGY,RW,MON,0.0,5,
Evgeny Svechnikov,2500,DET,RW,FLA,0.0,,
Mitchell Vande Sompel,2500,NYI,D,PHI,0.0,x,
Glenn Gawdin,2500,CGY,C,MON,0.0,,
Noah Juulsen,2500,FLA,D,DET,0.0,x,
Parker Wotherspoon,2500,NYI,D,PHI,0.0,x,
Travis Dermott,2500,TOR,D,EDM,0.0,x,
Anthony Beauvillier,3200,NYI,LW,PHI,0.0,7,
Callum Booth,6500,BOS,G,WAS,0.0,,
Samuel Montembeault,6500,FLA,G,DET,0.0,,
Michael McNiven,6500,MON,G,CGY,0.0,,
Daniel Vladar,7300,BOS,G,WAS,0.0,,
Adam Huska,6500,NYR,G,PIT,0.0,,
Felix Sandstrom,6500,PHI,G,NYI,0.0,,
Adam Werner,6500,COL,G,MIN,0.0,,
Jeremy Helvig,6500,CAR,G,DAL,0.0,,
Tyler Lewington,2500,NSH,D,TB,0.0,x,
Danick Martel,2500,NJ,LW,BUF,0.0,,
Andrew Agozzino,2500,ANH,C,STL,0.0,,
Scott Wilson,2500,FLA,LW,DET,0.0,,
Cole Bardreau,2500,NYI,C,PHI,0.0,,
Joakim Ryan,2500,CAR,RW,DAL,0.0,5,
Austin Czarnik,2500,NYI,C,PHI,0.0,5,
Tanner Kero,2500,DAL,LW,CAR,0.0,5,
Zane McIntyre,6500,PHI,G,NYI,0.0,,
Evan Rodrigues,3600,PIT,RW,NYR,0.0,7,
Lukas Vejdemo,2500,MON,LW,CGY,0.0,,
Dennis Gilbert,2500,COL,D,MIN,0.0,x,
A.J. Greer,2500,NYI,LW,PHI,0.0,,
Dmytro Timashov,2500,NYI,LW,PHI,0.0,8,
Sami Niku,2500,WPG,D,VAN,0.0,x,
Cameron Hughes,2500,BOS,C,WAS,0.0,,
Brendan Guhle,2500,ANH,D,STL,0.0,x,
Zachary Senyshyn,2500,BOS,RW,WAS,0.0,,
Alexandre Carrier,2500,NSH,D,TB,0.0,x,
Anton Blidh,2500,BOS,LW,WAS,0.0,5,
Ondrej Kase,3200,BOS,RW,WAS,0.0,7,
David Kase,2500,PHI,LW,NYI,0.0,,
Yegor Rykov,2500,NYR,D,PIT,0.0,x,
Oliver Kylington,2500,CGY,D,MON,0.0,x,
Thomas Novak,2500,NSH,C,TB,0.0,,
Guillaume Brisebois,2500,VAN,D,WPG,0.0,x,
Denis Malgin,2500,TOR,RW,EDM,0.0,,
Aleksi Saarela,2500,FLA,C,DET,0.0,,
Lukas Jasek,2500,VAN,RW,WPG,0.0,,
Jarred Tinordi,2500,NSH,D,TB,0.0,x,
Alex Petrovic,2500,CGY,D,MON,0.0,x,
Dylan McIlrath,2500,DET,D,FLA,0.0,x,
Calvin Pickard,6500,DET,G,FLA,0.0,,
Calle Jarnkrok,2500,NSH,RW,TB,0.0,6,
Vladimir Tarasenko,4900,STL,RW,ANH,0.0,8,
Martin Marincin,2500,TOR,D,EDM,0.0,x,
Jordan Weal,2500,MON,RW,CGY,0.0,,
Cam Talbot,7000,MIN,G,COL,0.0,,
Greg McKegg,2500,BOS,C,WAS,0.0,6,
David Warsofsky,2500,TOR,D,EDM,0.0,x,
Sven Baertschi,2500,VAN,LW,WPG,0.0,,
Sean Couturier,4600,PHI,C,NYI,0.0,6,
Keith Kinkaid,6500,NYR,G,PIT,0.0,,
Zac Rinaldo,2500,CGY,LW,MON,0.0,5,
Brett Ritchie,2500,CGY,RW,MON,0.0,,
Byron Froese,2500,CGY,C,MON,0.0,,
Louis Domingue,6500,CGY,G,MON,0.0,,
Tyler Wotherspoon,2500,PHI,D,NYI,0.0,x,
Rocco Grimaldi,2500,NSH,RW,TB,0.0,5,
Christopher Gibson,8100,TB,G,NSH,0.0,,
Taylor Fedun,2500,DAL,D,CAR,0.0,x,
Robert Bortuzzo,2500,STL,D,ANH,0.0,x,
Micheal Ferland,2500,VAN,RW,WPG,0.0,7,
Andy Andreoff,2500,PHI,C,NYI,0.0,5,
Andy Welinski,2500,ANH,D,STL,0.0,x,
Alan Quine,2500,EDM,C,TOR,0.0,,
Xavier Ouellet,2500,MON,D,CGY,0.0,x,
Miikka Salomaki,2500,COL,LW,MIN,0.0,,
Nikita Kucherov,2500,TB,RW,NSH,0.0,6,
T.J. Tynan,2500,COL,RW,MIN,0.0,,
Paul Carey,2500,BOS,RW,WAS,0.0,,
Zach Trotman,2500,PIT,D,NYR,0.0,x,
Cameron Schilling,2500,WAS,D,BOS,0.0,x,
Anthony Bitetto,2500,NYR,D,PIT,0.0,x,
Sam Carrick,2500,ANH,C,STL,0.0,,
Gabriel Dumont,2500,MIN,C,COL,0.0,,
Gemel Smith,2500,TB,RW,NSH,0.0,5,
Boo Nieves,2500,TB,C,NSH,0.0,,
Anthony Stolarz,6500,ANH,G,STL,0.0,,
Derrick Pouliot,2500,PHI,D,NYI,0.0,x,
Mike Matheson,2500,PIT,D,NYR,0.0,x,
Pontus Aberg,2500,PIT,RW,NYR,0.0,,
Anton Forsberg,6500,WPG,G,VAN,0.0,,
Jordan Martinook,2500,CAR,C,DAL,0.0,5,
Max Lagace,6500,PIT,G,NYR,0.0,,
Jayson Megna,2500,COL,RW,MIN,0.0,,
Alex Biega,2500,DET,D,FLA,0.0,x,
Brian Lashoff,2500,DET,D,FLA,0.0,x,
Andrew Hammond,6500,MIN,G,COL,0.0,,
James Reimer,7800,CAR,G,DAL,0.0,,
Anders Nilsson,6500,TB,G,NSH,0.0,,
Kevin Connauton,2500,FLA,D,DET,0.0,x,
Steve Kampfer,2500,BOS,D,WAS,0.0,x,
Matt Bartkowski,2500,MIN,D,COL,0.0,x,
Nate Prosser,2500,PHI,D,NYI,0.0,x,
Carl Gunnarsson,2500,STL,D,ANH,0.0,x,
John Moore,2500,BOS,D,WAS,0.0,x,
Drew Shore,2500,CAR,C,DAL,0.0,6,
Dmitry Orlov,2600,WAS,D,BOS,0.0,x,
Alex Chiasson,2500,EDM,RW,TOR,0.0,6,
Yannick Weber,2500,PIT,D,NYR,0.0,x,
Luca Sbisa,2500,NSH,D,TB,0.0,x,
Tommy Cross,2500,FLA,D,DET,0.0,x,
Brian Elliott,7900,PHI,G,NYI,0.0,,
Greg Pateryn,2500,COL,D,MIN,0.0,x,
Michael Hutchinson,7500,TOR,G,EDM,0.0,,
Braden Holtby,7400,VAN,G,WPG,0.0,,
Travis Hamonic,3200,VAN,D,WPG,0.0,x,
Michael Stone,2500,CGY,D,MON,0.0,x,
Carey Price,8100,MON,G,CGY,0.0,,
Bryan Little,2500,WPG,C,VAN,0.0,7,
Cory Schneider,6500,NYI,G,PHI,0.0,,
Andrew Ladd,2500,NYI,LW,PHI,0.0,,
Ryan Miller,6700,ANH,G,STL,0.0,,
Alexander Steen,2500,STL,LW,ANH,0.0,5,
Craig Anderson,7600,WAS,G,BOS,0.0,,
Joe Thornton,3100,TOR,LW,EDM,0.0,6,
Loui Eriksson,2500,VAN,RW,WPG,0.0,5,
Mike Smith,6500,EDM,G,TOR,0.0,,
David Backes,2500,ANH,RW,STL,0.0,6,
Henrik Lundqvist,6500,WAS,G,BOS,0.0,,
Jaroslav Halak,7500,BOS,G,WAS,0.0,,
Thomas Hickey,2500,NYI,D,PHI,0.0,x,
Jonathan Bernier,7700,DET,G,FLA,0.0,,
Kris Russell,2600,EDM,D,TOR,0.0,x,
Frans Nielsen,2600,DET,C,FLA,0.0,5,
Curtis McElhinney,8100,TB,G,NSH,0.0,,
Nate Thompson,2500,WPG,C,VAN,0.0,6,
Michael Frolik,2500,MON,LW,CGY,0.0,5,
