PG,SG,SF,PF,C,G,F,UTIL,,Instructions,,,,,,,,
,,,,,,,,,SG/SF,Reggie Bullock (16210478),Reggie Bullock,16210478,SG/SF/F/G/UTIL,4200,NY@SAC 01/22/2021 10:00PM ET,NY,18.3
,,,,,,,,,SF,Isaac Okoro (16210494),Isaac Okoro,16210494,SF/F/UTIL,4100,BKN@CLE 01/22/2021 07:30PM ET,CLE,17.39
,,,,,,,,,SG/SF,Josh Jackson (16210489),Josh Jackson,16210489,SG/SF/F/G/UTIL,4100,HOU@DET 01/22/2021 07:00PM ET,DET,20.35
,,,,,,,,,PF/C,P.J. Tucker (16210507),P.J. Tucker,16210507,PF/C/F/UTIL,4100,HOU@DET 01/22/2021 07:00PM ET,HOU,16.58
,,,,,,,,,SG/SF,Luke Kennard (16210497),Luke Kennard,16210497,SG/SF/F/G/UTIL,4100,OKC@LAC 01/22/2021 10:00PM ET,LAC,17.1
,,,,,,,,,SG/SF,Hamidou Diallo (16210502),Hamidou Diallo,16210502,SG/SF/F/G/UTIL,4100,OKC@LAC 01/22/2021 10:00PM ET,OKC,22.02
,,,,,,,,,PG,Monte Morris (16210486),Monte Morris,16210486,PG/G/UTIL,4100,DEN@PHO 01/22/2021 10:00PM ET,DEN,21.55
,,,,,,,,,C,JaVale McGee (16210511),JaVale McGee,16210511,C/UTIL,4000,BKN@CLE 01/22/2021 07:30PM ET,CLE,20.71
,,,,,,,,,SF,David Nwaba (16210522),David Nwaba,16210522,SF/F/UTIL,4000,HOU@DET 01/22/2021 07:00PM ET,HOU,15.98
,,,,,,,,,SG/SF,PJ Dozier (16210517),PJ Dozier,16210517,SG/SF/F/G/UTIL,4000,DEN@PHO 01/22/2021 10:00PM ET,DEN,16.91
,,,,,,,,,PG/SG,Austin Rivers (16210513),Austin Rivers,16210513,PG/SG/G/UTIL,4000,NY@SAC 01/22/2021 10:00PM ET,NY,17.11
,,,,,,,,,SG,Wayne Ellington (16210525),Wayne Ellington,16210525,SG/G/UTIL,3900,HOU@DET 01/22/2021 07:00PM ET,DET,16.33
,,,,,,,,,PG,T.J. McConnell (16210528),T.J. McConnell,16210528,PG/G/UTIL,3900,ORL@IND 01/22/2021 07:00PM ET,IND,17.64
,,,,,,,,,SF,Josh Okogie (16210535),Josh Okogie,16210535,SF/F/UTIL,3900,ATL@MIN 01/22/2021 08:00PM ET,MIN,15.54
,,,,,,,,,SG,Kris Dunn (16210540),Kris Dunn,16210540,SG/G/UTIL,3900,ATL@MIN 01/22/2021 08:00PM ET,ATL,0
,,,,,,,,,PG/SG,Tyrese Maxey (16210531),Tyrese Maxey,16210531,PG/SG/G/UTIL,3900,BOS@PHI 01/22/2021 07:30PM ET,PHI,18.72
,,,,,,,,,C,Robert Williams (16210538),Robert Williams,16210538,C/UTIL,3900,BOS@PHI 01/22/2021 07:30PM ET,BOS,20.56
,,,,,,,,,SG,Ben McLemore (16210564),Ben McLemore,16210564,SG/G/UTIL,3800,HOU@DET 01/22/2021 07:00PM ET,HOU,16.21
,,,,,,,,,SG/SF,Edmond Sumner (16210543),Edmond Sumner,16210543,SG/SF/F/G/UTIL,3800,ORL@IND 01/22/2021 07:00PM ET,IND,12.46
,,,,,,,,,C,Khem Birch (16210558),Khem Birch,16210558,C/UTIL,3800,ORL@IND 01/22/2021 07:00PM ET,ORL,19.17
,,,,,,,,,SG/SF,Bogdan Bogdanovic (16210548),Bogdan Bogdanovic,16210548,SG/SF/F/G/UTIL,3800,ATL@MIN 01/22/2021 08:00PM ET,ATL,19.44
,,,,,,,,,SG,Isaiah Joe (16210553),Isaiah Joe,16210553,SG/G/UTIL,3800,BOS@PHI 01/22/2021 07:30PM ET,PHI,13.83
,,,,,,,,,PG/SG,Jeff Teague (16210560),Jeff Teague,16210560,PG/SG/G/UTIL,3800,BOS@PHI 01/22/2021 07:30PM ET,BOS,16.8
,,,,,,,,,C,Jakob Poeltl (16210556),Jakob Poeltl,16210556,C/UTIL,3800,DAL@SA 01/22/2021 08:30PM ET,SA,18.28
,,,,,,,,,SG/SF,Sterling Brown (16210577),Sterling Brown,16210577,SG/SF/F/G/UTIL,3700,HOU@DET 01/22/2021 07:00PM ET,HOU,16.2
,,,,,,,,,SG,Jeremy Lamb (16210567),Jeremy Lamb,16210567,SG/G/UTIL,3700,ORL@IND 01/22/2021 07:00PM ET,IND,16.5
,,,,,,,,,PG/SG,Lou Williams (16210570),Lou Williams,16210570,PG/SG/G/UTIL,3700,OKC@LAC 01/22/2021 10:00PM ET,LAC,16.65
,,,,,,,,,PG,Cameron Payne (16210574),Cameron Payne,16210574,PG/G/UTIL,3700,DEN@PHO 01/22/2021 10:00PM ET,PHO,18.5
,,,,,,,,,SF,Andre Iguodala (16210582),Andre Iguodala,16210582,SF/F/UTIL,3700,MIA@TOR 01/22/2021 07:30PM ET,MIA,13.94
,,,,,,,,,PG/SG,Bruce Brown (16210594),Bruce Brown,16210594,PG/SG/G/UTIL,3600,BKN@CLE 01/22/2021 07:30PM ET,BKN,12.71
,,,,,,,,,SG/SF,Jarrett Culver (16210589),Jarrett Culver,16210589,SG/SF/F/G/UTIL,3600,ATL@MIN 01/22/2021 08:00PM ET,MIN,17.58
,,,,,,,,,PF/C,Precious Achiuwa (16210585),Precious Achiuwa,16210585,PF/C/F/UTIL,3600,MIA@TOR 01/22/2021 07:30PM ET,MIA,16.88
,,,,,,,,,C,Cody Zeller (16210598),Cody Zeller,16210598,C/UTIL,3500,CHI@CHA 01/22/2021 07:00PM ET,CHA,17.25
,,,,,,,,,SF/PF,Timothe Luwawu-Cabarrot (16210604),Timothe Luwawu-Cabarrot,16210604,SF/PF/F/UTIL,3500,BKN@CLE 01/22/2021 07:30PM ET,BKN,13.73
,,,,,,,,,PG/SG,Aaron Holiday (16210600),Aaron Holiday,16210600,PG/SG/G/UTIL,3500,ORL@IND 01/22/2021 07:00PM ET,IND,13.91
,,,,,,,,,SG/SF,Dwayne Bacon (16210613),Dwayne Bacon,16210613,SG/SF/F/G/UTIL,3500,ORL@IND 01/22/2021 07:00PM ET,ORL,15
,,,,,,,,,PF,Jaden McDaniels (16210610),Jaden McDaniels,16210610,PF/F/UTIL,3500,ATL@MIN 01/22/2021 08:00PM ET,MIN,10.61
,,,,,,,,,SF/PF,Semi Ojeleye (16210618),Semi Ojeleye,16210618,SF/PF/F/UTIL,3500,BOS@PHI 01/22/2021 07:30PM ET,BOS,11.92
,,,,,,,,,C,Dwight Powell (16210608),Dwight Powell,16210608,C/UTIL,3500,DAL@SA 01/22/2021 08:30PM ET,DAL,14.44
,,,,,,,,,SG,Mason Jones (16210632),Mason Jones,16210632,SG/G/UTIL,3400,HOU@DET 01/22/2021 07:00PM ET,HOU,14.36
,,,,,,,,,SF,Kenrich Williams (16210635),Kenrich Williams,16210635,SF/F/UTIL,3400,OKC@LAC 01/22/2021 10:00PM ET,OKC,8.86
,,,,,,,,,PF,Solomon Hill (16210622),Solomon Hill,16210622,PF/F/UTIL,3400,ATL@MIN 01/22/2021 08:00PM ET,ATL,11.95
,,,,,,,,,PG,Jordan McLaughlin (16210629),Jordan McLaughlin,16210629,PG/G/UTIL,3400,ATL@MIN 01/22/2021 08:00PM ET,MIN,14.67
,,,,,,,,,PG/SG,Terence Davis (16210625),Terence Davis,16210625,PG/SG/G/UTIL,3400,MIA@TOR 01/22/2021 07:30PM ET,TOR,13.72
,,,,,,,,,C,Nerlens Noel (16210638),Nerlens Noel,16210638,C/UTIL,3400,NY@SAC 01/22/2021 10:00PM ET,NY,14.54
,,,,,,,,,SG/SF,Caleb Martin (16210640),Caleb Martin,16210640,SG/SF/F/G/UTIL,3300,CHI@CHA 01/22/2021 07:00PM ET,CHA,13.96
,,,,,,,,,PG/SG,Matthew Dellavedova (16210645),Matthew Dellavedova,16210645,PG/SG/G/UTIL,3300,BKN@CLE 01/22/2021 07:30PM ET,CLE,0
,,,,,,,,,SF,James Ennis III (16210653),James Ennis III,16210653,SF/F/UTIL,3300,ORL@IND 01/22/2021 07:00PM ET,ORL,10.75
,,,,,,,,,PF/C,Jakarr Sampson (16210664),Jakarr Sampson,16210664,PF/C/F/UTIL,3300,ORL@IND 01/22/2021 07:00PM ET,IND,6.72
,,,,,,,,,PG/SG,Theo Maledon (16210660),Theo Maledon,16210660,PG/SG/G/UTIL,3300,OKC@LAC 01/22/2021 10:00PM ET,OKC,14.15
,,,,,,,,,PF/C,Dario Saric (16210649),Dario Saric,16210649,PF/C/F/UTIL,3300,DEN@PHO 01/22/2021 10:00PM ET,PHO,19.14
,,,,,,,,,PG/SG,Gabe Vincent (16210656),Gabe Vincent,16210656,PG/SG/G/UTIL,3300,MIA@TOR 01/22/2021 07:30PM ET,MIA,17.75
,,,,,,,,,SF,Josh Green (16210668),Josh Green,16210668,SF/F/UTIL,3300,DAL@SA 01/22/2021 08:30PM ET,DAL,6.38
,,,,,,,,,PG,Ryan Arcidiacono (16210683),Ryan Arcidiacono,16210683,PG/G/UTIL,3200,CHI@CHA 01/22/2021 07:00PM ET,CHI,15
,,,,,,,,,SF,Chandler Hutchison (16210686),Chandler Hutchison,16210686,SF/F/UTIL,3200,CHI@CHA 01/22/2021 07:00PM ET,CHI,10.31
,,,,,,,,,SF/PF,Saddiq Bey (16210673),Saddiq Bey,16210673,SF/PF/F/UTIL,3200,HOU@DET 01/22/2021 07:00PM ET,DET,15.71
,,,,,,,,,C,Goga Bitadze (16210671),Goga Bitadze,16210671,C/UTIL,3200,ORL@IND 01/22/2021 07:00PM ET,IND,13
,,,,,,,,,PG/SG,Terance Mann (16210679),Terance Mann,16210679,PG/SG/G/UTIL,3200,OKC@LAC 01/22/2021 10:00PM ET,LAC,6.81
,,,,,,,,,C,Mike Muscala (16210700),Mike Muscala,16210700,C/UTIL,3200,OKC@LAC 01/22/2021 10:00PM ET,OKC,15.58
,,,,,,,,,C,Ed Davis (16210677),Ed Davis,16210677,C/UTIL,3200,ATL@MIN 01/22/2021 08:00PM ET,MIN,12.45
,,,,,,,,,C,Onyeka Okongwu (16210702),Onyeka Okongwu,16210702,C/UTIL,3200,ATL@MIN 01/22/2021 08:00PM ET,ATL,14.88
,,,,,,,,,SF/PF,Grant Williams (16210689),Grant Williams,16210689,SF/PF/F/UTIL,3200,BOS@PHI 01/22/2021 07:30PM ET,BOS,11.84
,,,,,,,,,PF,Mike Scott (16210693),Mike Scott,16210693,PF/F/UTIL,3200,BOS@PHI 01/22/2021 07:30PM ET,PHI,9.88
,,,,,,,,,C,Aron Baynes (16210704),Aron Baynes,16210704,C/UTIL,3200,MIA@TOR 01/22/2021 07:30PM ET,TOR,10.68
,,,,,,,,,PG/SG,Cory Joseph (16210696),Cory Joseph,16210696,PG/SG/G/UTIL,3200,NY@SAC 01/22/2021 10:00PM ET,SAC,14.8
,,,,,,,,,SF/PF,Kevin Knox II (16210706),Kevin Knox II,16210706,SF/PF/F/UTIL,3200,NY@SAC 01/22/2021 10:00PM ET,NY,13.28
,,,,,,,,,C,Daniel Gafford (16210723),Daniel Gafford,16210723,C/UTIL,3100,CHI@CHA 01/22/2021 07:00PM ET,CHI,12.79
,,,,,,,,,PG,Chris Chiozza (16210725),Chris Chiozza,16210725,PG/G/UTIL,3100,BKN@CLE 01/22/2021 07:30PM ET,BKN,12.67
,,,,,,,,,SG,Svi Mykhailiuk (16210714),Svi Mykhailiuk,16210714,SG/G/UTIL,3100,HOU@DET 01/22/2021 07:00PM ET,DET,13.95
,,,,,,,,,PF,Aleksej Pokusevski (16210731),Aleksej Pokusevski,16210731,PF/F/UTIL,3100,OKC@LAC 01/22/2021 10:00PM ET,OKC,12.64
,,,,,,,,,PG/SG,Brandon Goodwin (16210710),Brandon Goodwin,16210710,PG/SG/G/UTIL,3100,ATL@MIN 01/22/2021 08:00PM ET,ATL,11.33
,,,,,,,,,SG/SF,Furkan Korkmaz (16210737),Furkan Korkmaz,16210737,SG/SF/F/G/UTIL,3100,BOS@PHI 01/22/2021 07:30PM ET,PHI,11.94
,,,,,,,,,PF/C,Frank Kaminsky (16210742),Frank Kaminsky,16210742,PF/C/F/UTIL,3100,DEN@PHO 01/22/2021 10:00PM ET,PHO,9.29
,,,,,,,,,PF,Stanley Johnson (16210717),Stanley Johnson,16210717,PF/F/UTIL,3100,MIA@TOR 01/22/2021 07:30PM ET,TOR,10.92
,,,,,,,,,SG,Avery Bradley (16210728),Avery Bradley,16210728,SG/G/UTIL,3100,MIA@TOR 01/22/2021 07:30PM ET,MIA,17.46
,,,,,,,,,SF,Glenn Robinson III (16210720),Glenn Robinson III,16210720,SF/F/UTIL,3100,NY@SAC 01/22/2021 10:00PM ET,SAC,12.1
,,,,,,,,,PF,Obi Toppin (16210734),Obi Toppin,16210734,PF/F/UTIL,3100,NY@SAC 01/22/2021 10:00PM ET,NY,12.29
,,,,,,,,,SG/SF,Cody Martin (16210753),Cody Martin,16210753,SG/SF/F/G/UTIL,3000,CHI@CHA 01/22/2021 07:00PM ET,CHA,8.93
,,,,,,,,,PG,Grant Riller (16210758),Grant Riller,16210758,PG/G/UTIL,3000,CHI@CHA 01/22/2021 07:00PM ET,CHA,0
,,,,,,,,,SG,Nate Darling (16210761),Nate Darling,16210761,SG/G/UTIL,3000,CHI@CHA 01/22/2021 07:00PM ET,CHA,0
,,,,,,,,,PF,Jalen McDaniels (16210764),Jalen McDaniels,16210764,PF/F/UTIL,3000,CHI@CHA 01/22/2021 07:00PM ET,CHA,7.47
,,,,,,,,,SG,Malik Monk (16210767),Malik Monk,16210767,SG/G/UTIL,3000,CHI@CHA 01/22/2021 07:00PM ET,CHA,6.56
,,,,,,,,,C,Nick Richards (16210770),Nick Richards,16210770,C/UTIL,3000,CHI@CHA 01/22/2021 07:00PM ET,CHA,2.5
,,,,,,,,,C,Vernon Carey Jr. (16210772),Vernon Carey Jr.,16210772,C/UTIL,3000,CHI@CHA 01/22/2021 07:00PM ET,CHA,3.42
,,,,,,,,,C,Luke Kornet (16210969),Luke Kornet,16210969,C/UTIL,3000,CHI@CHA 01/22/2021 07:00PM ET,CHI,4.75
,,,,,,,,,C,Cristiano Felicio (16210971),Cristiano Felicio,16210971,C/UTIL,3000,CHI@CHA 01/22/2021 07:00PM ET,CHI,6.75
,,,,,,,,,PG,Devon Dotson (16210973),Devon Dotson,16210973,PG/G/UTIL,3000,CHI@CHA 01/22/2021 07:00PM ET,CHI,5.25
,,,,,,,,,PG/SG,Adam Mokoka (16210976),Adam Mokoka,16210976,PG/SG/G/UTIL,3000,CHI@CHA 01/22/2021 07:00PM ET,CHI,4.58
,,,,,,,,,PG,Yogi Ferrell (16210810),Yogi Ferrell,16210810,PG/G/UTIL,3000,BKN@CLE 01/22/2021 07:30PM ET,CLE,21.62
,,,,,,,,,PF,Dean Wade (16210813),Dean Wade,16210813,PF/F/UTIL,3000,BKN@CLE 01/22/2021 07:30PM ET,CLE,6.42
,,,,,,,,,SG/SF,Dylan Windler (16210816),Dylan Windler,16210816,SG/SF/F/G/UTIL,3000,BKN@CLE 01/22/2021 07:30PM ET,CLE,7
,,,,,,,,,C,Marques Bolden (16210821),Marques Bolden,16210821,C/UTIL,3000,BKN@CLE 01/22/2021 07:30PM ET,CLE,3.58
,,,,,,,,,SF,Lamar Stevens (16210823),Lamar Stevens,16210823,SF/F/UTIL,3000,BKN@CLE 01/22/2021 07:30PM ET,CLE,9.06
,,,,,,,,,PG/SG,Tyler Johnson (16211021),Tyler Johnson,16211021,PG/SG/G/UTIL,3000,BKN@CLE 01/22/2021 07:30PM ET,BKN,7.38
,,,,,,,,,PG/SG,Spencer Dinwiddie (16211025),Spencer Dinwiddie,16211025,PG/SG/G/UTIL,3000,BKN@CLE 01/22/2021 07:30PM ET,BKN,18.08
,,,,,,,,,SG,Landry Shamet (16211029),Landry Shamet,16211029,SG/G/UTIL,3000,BKN@CLE 01/22/2021 07:30PM ET,BKN,10.38
,,,,,,,,,PF/C,Nicolas Claxton (16211032),Nicolas Claxton,16211032,PF/C/F/UTIL,3000,BKN@CLE 01/22/2021 07:30PM ET,BKN,0
,,,,,,,,,PF/C,Reggie Perry (16211036),Reggie Perry,16211036,PF/C/F/UTIL,3000,BKN@CLE 01/22/2021 07:30PM ET,BKN,8.88
,,,,,,,,,C,Isaiah Stewart (16210746),Isaiah Stewart,16210746,C/UTIL,3000,HOU@DET 01/22/2021 07:00PM ET,DET,14.15
,,,,,,,,,SF,Rodney McGruder (16210774),Rodney McGruder,16210774,SF/F/UTIL,3000,HOU@DET 01/22/2021 07:00PM ET,DET,2.12
,,,,,,,,,C,Jahlil Okafor (16210777),Jahlil Okafor,16210777,C/UTIL,3000,HOU@DET 01/22/2021 07:00PM ET,DET,8.42
,,,,,,,,,PG,Frank Jackson (16210779),Frank Jackson,16210779,PG/G/UTIL,3000,HOU@DET 01/22/2021 07:00PM ET,DET,6.67
,,,,,,,,,PG,Saben Lee (16210782),Saben Lee,16210782,PG/G/UTIL,3000,HOU@DET 01/22/2021 07:00PM ET,DET,5.08
,,,,,,,,,PF,Sekou Doumbouya (16210785),Sekou Doumbouya,16210785,PF/F/UTIL,3000,HOU@DET 01/22/2021 07:00PM ET,DET,8.65
,,,,,,,,,SG,Deividas Sirvydis (16210788),Deividas Sirvydis,16210788,SG/G/UTIL,3000,HOU@DET 01/22/2021 07:00PM ET,DET,0
,,,,,,,,,PG,Killian Hayes (16210791),Killian Hayes,16210791,PG/G/UTIL,3000,HOU@DET 01/22/2021 07:00PM ET,DET,11.07
,,,,,,,,,PG,Dante Exum (16210980),Dante Exum,16210980,PG/G/UTIL,3000,HOU@DET 01/22/2021 07:00PM ET,HOU,12.21
,,,,,,,,,PG,Chris Clemons (16210983),Chris Clemons,16210983,PG/G/UTIL,3000,HOU@DET 01/22/2021 07:00PM ET,HOU,0
,,,,,,,,,PF,Rodions Kurucs (16210986),Rodions Kurucs,16210986,PF/F/UTIL,3000,HOU@DET 01/22/2021 07:00PM ET,HOU,3.62
,,,,,,,,,SG,Brodric Thomas (16210989),Brodric Thomas,16210989,SG/G/UTIL,3000,HOU@DET 01/22/2021 07:00PM ET,HOU,4.42
,,,,,,,,,PF,KJ Martin Jr. (16210992),KJ Martin Jr.,16210992,PF/F/UTIL,3000,HOU@DET 01/22/2021 07:00PM ET,HOU,8.25
,,,,,,,,,SF/PF,Kelan Martin (16210794),Kelan Martin,16210794,SF/PF/F/UTIL,3000,ORL@IND 01/22/2021 07:00PM ET,IND,2.79
,,,,,,,,,SF,Brian Bowen II (16210798),Brian Bowen II,16210798,SF/F/UTIL,3000,ORL@IND 01/22/2021 07:00PM ET,IND,4.25
,,,,,,,,,PG/SG,Jalen Lecque (16210801),Jalen Lecque,16210801,PG/SG/G/UTIL,3000,ORL@IND 01/22/2021 07:00PM ET,IND,4.33
,,,,,,,,,SG/SF,Cassius Stanley (16210805),Cassius Stanley,16210805,SG/SF/F/G/UTIL,3000,ORL@IND 01/22/2021 07:00PM ET,IND,1.93
,,,,,,,,,PF,Al-Farouq Aminu (16210995),Al-Farouq Aminu,16210995,PF/F/UTIL,3000,ORL@IND 01/22/2021 07:00PM ET,ORL,0
,,,,,,,,,PF/C,Gary Clark (16210998),Gary Clark,16210998,PF/C/F/UTIL,3000,ORL@IND 01/22/2021 07:00PM ET,ORL,9.38
,,,,,,,,,PF,Jonathan Isaac (16211002),Jonathan Isaac,16211002,PF/F/UTIL,3000,ORL@IND 01/22/2021 07:00PM ET,ORL,0
,,,,,,,,,PG,Markelle Fultz (16211005),Markelle Fultz,16211005,PG/G/UTIL,3000,ORL@IND 01/22/2021 07:00PM ET,ORL,26.66
,,,,,,,,,PG,Jordan Bone (16211008),Jordan Bone,16211008,PG/G/UTIL,3000,ORL@IND 01/22/2021 07:00PM ET,ORL,9.89
,,,,,,,,,PF/C,Chuma Okeke (16211011),Chuma Okeke,16211011,PF/C/F/UTIL,3000,ORL@IND 01/22/2021 07:00PM ET,ORL,10.15
,,,,,,,,,C,Mo Bamba (16211015),Mo Bamba,16211015,C/UTIL,3000,ORL@IND 01/22/2021 07:00PM ET,ORL,11.12
,,,,,,,,,PG/SG,Karim Mane (16211017),Karim Mane,16211017,PG/SG/G/UTIL,3000,ORL@IND 01/22/2021 07:00PM ET,ORL,3.67
,,,,,,,,,PF/C,Patrick Patterson (16210894),Patrick Patterson,16210894,PF/C/F/UTIL,3000,OKC@LAC 01/22/2021 10:00PM ET,LAC,8.33
,,,,,,,,,PG,Reggie Jackson (16210898),Reggie Jackson,16210898,PG/G/UTIL,3000,OKC@LAC 01/22/2021 10:00PM ET,LAC,11.96
,,,,,,,,,PF/C,Mfiondu Kabengele (16210901),Mfiondu Kabengele,16210901,PF/C/F/UTIL,3000,OKC@LAC 01/22/2021 10:00PM ET,LAC,3.08
,,,,,,,,,SF,Amir Coffey (16210905),Amir Coffey,16210905,SF/F/UTIL,3000,OKC@LAC 01/22/2021 10:00PM ET,LAC,2.98
,,,,,,,,,C,Daniel Oturu (16210908),Daniel Oturu,16210908,C/UTIL,3000,OKC@LAC 01/22/2021 10:00PM ET,LAC,5.62
,,,,,,,,,SG,Jay Scrubb (16210910),Jay Scrubb,16210910,SG/G/UTIL,3000,OKC@LAC 01/22/2021 10:00PM ET,LAC,0
,,,,,,,,,SF/PF,Darius Miller (16211104),Darius Miller,16211104,SF/PF/F/UTIL,3000,OKC@LAC 01/22/2021 10:00PM ET,OKC,1.92
,,,,,,,,,SF/PF,Justin Jackson (16211108),Justin Jackson,16211108,SF/PF/F/UTIL,3000,OKC@LAC 01/22/2021 10:00PM ET,OKC,10.05
,,,,,,,,,PG,Ty Jerome (16211112),Ty Jerome,16211112,PG/G/UTIL,3000,OKC@LAC 01/22/2021 10:00PM ET,OKC,0
,,,,,,,,,C,Moses Brown (16211115),Moses Brown,16211115,C/UTIL,3000,OKC@LAC 01/22/2021 10:00PM ET,OKC,7.4
,,,,,,,,,SF,Josh Hall (16211117),Josh Hall,16211117,SF/F/UTIL,3000,OKC@LAC 01/22/2021 10:00PM ET,OKC,4.6
,,,,,,,,,SG/SF,Tony Snell (16210748),Tony Snell,16210748,SG/SF/F/G/UTIL,3000,ATL@MIN 01/22/2021 08:00PM ET,ATL,5.9
,,,,,,,,,SF/PF,Jake Layman (16210865),Jake Layman,16210865,SF/PF/F/UTIL,3000,ATL@MIN 01/22/2021 08:00PM ET,MIN,9.08
,,,,,,,,,PG/SG,Jaylen Nowell (16210869),Jaylen Nowell,16210869,PG/SG/G/UTIL,3000,ATL@MIN 01/22/2021 08:00PM ET,MIN,4.75
,,,,,,,,,PG,Ashton Hagans (16210873),Ashton Hagans,16210873,PG/G/UTIL,3000,ATL@MIN 01/22/2021 08:00PM ET,MIN,0
,,,,,,,,,PG,Rajon Rondo (16211077),Rajon Rondo,16211077,PG/G/UTIL,3000,ATL@MIN 01/22/2021 08:00PM ET,ATL,10
,,,,,,,,,PG/SG,Skylar Mays (16211080),Skylar Mays,16211080,PG/SG/G/UTIL,3000,ATL@MIN 01/22/2021 08:00PM ET,ATL,0.5
,,,,,,,,,C,Nathan Knight (16211084),Nathan Knight,16211084,C/UTIL,3000,ATL@MIN 01/22/2021 08:00PM ET,ATL,5.39
,,,,,,,,,C,Bruno Fernando (16211086),Bruno Fernando,16211086,C/UTIL,3000,ATL@MIN 01/22/2021 08:00PM ET,ATL,8.78
,,,,,,,,,SF,Matisse Thybulle (16210826),Matisse Thybulle,16210826,SF/F/UTIL,3000,BOS@PHI 01/22/2021 07:30PM ET,PHI,9.81
,,,,,,,,,C,Tony Bradley (16210829),Tony Bradley,16210829,C/UTIL,3000,BOS@PHI 01/22/2021 07:30PM ET,PHI,17.15
,,,,,,,,,SF,Terrance Ferguson (16210831),Terrance Ferguson,16210831,SF/F/UTIL,3000,BOS@PHI 01/22/2021 07:30PM ET,PHI,0.45
,,,,,,,,,PF,Paul Reed (16210834),Paul Reed,16210834,PF/F/UTIL,3000,BOS@PHI 01/22/2021 07:30PM ET,PHI,10.12
,,,,,,,,,C,Vincent Poirier (16210837),Vincent Poirier,16210837,C/UTIL,3000,BOS@PHI 01/22/2021 07:30PM ET,PHI,3.58
,,,,,,,,,SG,Javonte Green (16211040),Javonte Green,16211040,SG/G/UTIL,3000,BOS@PHI 01/22/2021 07:30PM ET,BOS,13.29
,,,,,,,,,C,Tacko Fall (16211043),Tacko Fall,16211043,C/UTIL,3000,BOS@PHI 01/22/2021 07:30PM ET,BOS,13.42
,,,,,,,,,PG/SG,Carsen Edwards (16211045),Carsen Edwards,16211045,PG/SG/G/UTIL,3000,BOS@PHI 01/22/2021 07:30PM ET,BOS,5.44
,,,,,,,,,PG,Tremont Waters (16211049),Tremont Waters,16211049,PG/G/UTIL,3000,BOS@PHI 01/22/2021 07:30PM ET,BOS,8.55
,,,,,,,,,SG/SF,Aaron Nesmith (16211052),Aaron Nesmith,16211052,SG/SF/F/G/UTIL,3000,BOS@PHI 01/22/2021 07:30PM ET,BOS,5.8
,,,,,,,,,SF,Romeo Langford (16211057),Romeo Langford,16211057,SF/F/UTIL,3000,BOS@PHI 01/22/2021 07:30PM ET,BOS,0
,,,,,,,,,SG/SF,E'Twaun Moore (16210913),E'Twaun Moore,16210913,SG/SF/F/G/UTIL,3000,DEN@PHO 01/22/2021 10:00PM ET,PHO,1.12
,,,,,,,,,PG/SG,Langston Galloway (16210918),Langston Galloway,16210918,PG/SG/G/UTIL,3000,DEN@PHO 01/22/2021 10:00PM ET,PHO,7.08
,,,,,,,,,SF,Abdel Nader (16210922),Abdel Nader,16210922,SF/F/UTIL,3000,DEN@PHO 01/22/2021 10:00PM ET,PHO,6.88
,,,,,,,,,C,Damian Jones (16210925),Damian Jones,16210925,C/UTIL,3000,DEN@PHO 01/22/2021 10:00PM ET,PHO,5.15
,,,,,,,,,PG/SG,Jevon Carter (16210927),Jevon Carter,16210927,PG/SG/G/UTIL,3000,DEN@PHO 01/22/2021 10:00PM ET,PHO,8.58
,,,,,,,,,PG/SG,Ty-Shon Alexander (16210931),Ty-Shon Alexander,16210931,PG/SG/G/UTIL,3000,DEN@PHO 01/22/2021 10:00PM ET,PHO,0.92
,,,,,,,,,PF/C,Jalen Smith (16210935),Jalen Smith,16210935,PF/C/F/UTIL,3000,DEN@PHO 01/22/2021 10:00PM ET,PHO,6.62
,,,,,,,,,PF,Greg Whittington (16211120),Greg Whittington,16211120,PF/F/UTIL,3000,DEN@PHO 01/22/2021 10:00PM ET,DEN,0
,,,,,,,,,PG/SG,Facundo Campazzo (16211123),Facundo Campazzo,16211123,PG/SG/G/UTIL,3000,DEN@PHO 01/22/2021 10:00PM ET,DEN,9.14
,,,,,,,,,PG,Markus Howard (16211127),Markus Howard,16211127,PG/G/UTIL,3000,DEN@PHO 01/22/2021 10:00PM ET,DEN,0.92
,,,,,,,,,C,Isaiah Hartenstein (16211130),Isaiah Hartenstein,16211130,C/UTIL,3000,DEN@PHO 01/22/2021 10:00PM ET,DEN,11.17
,,,,,,,,,SF,Vlatko Cancar (16211132),Vlatko Cancar,16211132,SF/F/UTIL,3000,DEN@PHO 01/22/2021 10:00PM ET,DEN,1.75
,,,,,,,,,C,Bol Bol (16211135),Bol Bol,16211135,C/UTIL,3000,DEN@PHO 01/22/2021 10:00PM ET,DEN,3.44
,,,,,,,,,PF/C,Zeke Nnaji (16211137),Zeke Nnaji,16211137,PF/C/F/UTIL,3000,DEN@PHO 01/22/2021 10:00PM ET,DEN,0.75
,,,,,,,,,PG/SG,R.J. Hampton (16211141),R.J. Hampton,16211141,PG/SG/G/UTIL,3000,DEN@PHO 01/22/2021 10:00PM ET,DEN,1.33
,,,,,,,,,SG,Matt Thomas (16210839),Matt Thomas,16210839,SG/G/UTIL,3000,MIA@TOR 01/22/2021 07:30PM ET,TOR,9.35
